date,fault_count,week,dag,maand,seizoen,is_weekend,temperatuur_min,temperatuur_max,temperatuur_avg,luchtvochtigheid_min,luchtvochtigheid_max,luchtvochtigheid_avg,dauwpunt_min,dauwpunt_max,dauwpunt_avg,gevoelstemp_min,gevoelstemp_max,gevoelstemp_avg,luchtdruk_min,luchtdruk_max,luchtdruk_avg,bewolking_min,bewolking_max,bewolking_avg,windsnelheid_min,windsnelheid_max,windsnelheid_avg,windstoot_max,windstoot_avg,temperatuur_range,luchtdruk_delta,uren_helder,uren_bewolkt,aantal_sterke_windstoten,dominante_windrichting,temp_range,temp_vocht_interactie,temp_rolling_mean,vocht_rolling_mean,hoge_temp_dag,lage_temp_dag,hoge_vocht_dag,windkracht_beaufort,sterke_wind_uren
2019-07-03,11,27,3,7,3,0,11.32,17.72,15.08,54.65,84.81,68.8,7.17,10.92,9.25,9.52,15.78,12.92,1024.6,1027.0,1026.15,0.0,79.0,21.04,7.15,21.33,14.44,42.12,28.69,6.4,2.4,13,0,23,1.3,6.4,1037.33,16.22,71.65,0,0,0,7,1
2019-07-04,9,27,4,7,3,0,10.32,17.67,15.31,61.85,87.73,70.23,8.07,11.32,9.8,8.59,17.45,14.14,1019.2,1026.8,1024.06,7.0,100.0,63.62,3.71,15.68,10.04,32.76,21.03,7.35,7.6,2,11,17,285.75,7.35,1075.34,15.52,70.47,0,0,0,5,1
2019-07-05,5,27,5,7,3,0,14.62,18.72,16.88,68.74,87.25,76.82,11.87,13.77,12.74,14.26,18.87,16.02,1014.5,1019.1,1017.45,0.0,100.0,33.29,5.09,19.2,13.59,34.92,27.99,4.1,4.6,10,2,22,284.04,4.1,1296.75,15.76,71.95,0,0,0,6,1
2019-07-06,3,27,6,7,3,1,12.92,18.17,15.82,74.73,91.62,81.73,8.97,14.82,12.67,10.93,16.62,14.37,1010.5,1014.0,1012.02,15.0,100.0,73.96,6.49,20.88,15.94,40.68,30.55,5.25,3.5,0,14,23,203.2,5.25,1292.87,16.0,76.26,0,0,0,7,1
2019-07-07,1,27,7,7,3,1,12.87,16.57,14.68,54.65,74.11,66.3,7.12,9.27,8.42,10.67,14.14,11.87,1013.3,1018.2,1015.9,6.0,98.0,52.62,12.03,20.88,16.98,41.4,32.83,3.7,4.9,2,3,24,330.26,3.7,973.59,15.79,74.95,0,0,0,7,1
2019-07-08,2,28,1,7,3,0,11.47,15.37,14.07,64.08,82.37,70.44,8.12,9.57,8.75,9.64,11.63,10.69,1018.1,1021.4,1019.92,7.0,100.0,75.17,7.59,26.23,20.94,49.32,39.88,3.9,3.3,1,7,24,5.44,3.9,991.38,14.86,72.82,0,0,0,9,1
2019-07-09,11,28,2,7,3,0,11.72,17.32,14.68,56.25,91.74,71.76,7.87,10.62,9.45,10.43,16.55,12.99,1021.1,1022.0,1021.54,0.0,100.0,67.54,6.13,15.68,11.75,33.48,23.77,5.6,0.9,3,4,20,330.26,5.6,1053.19,14.48,69.5,0,0,0,6,1
2019-07-10,6,28,3,7,3,0,12.57,18.07,15.36,57.19,94.39,81.84,9.07,15.02,12.13,11.27,16.75,14.37,1015.1,1021.3,1018.92,73.0,100.0,97.38,5.48,18.17,11.64,35.64,23.02,5.5,6.2,0,22,22,113.2,5.5,1256.93,14.7,74.68,0,0,0,6,1
2019-07-11,9,28,4,7,3,0,15.22,19.77,17.32,74.72,95.3,87.97,14.47,15.77,15.26,15.89,20.21,17.56,1011.4,1014.7,1012.18,2.0,100.0,67.04,5.05,14.35,10.61,30.96,22.57,4.55,3.3,4,13,22,263.16,4.55,1523.77,15.79,80.52,0,0,1,5,1
2019-07-12,5,28,5,7,3,0,15.37,18.47,16.79,81.37,93.77,87.65,13.87,15.67,14.71,15.11,17.7,16.15,1010.2,1014.6,1011.74,26.0,100.0,78.42,7.57,23.68,15.53,45.0,30.61,3.1,4.4,0,10,24,196.93,3.1,1471.3,16.49,85.82,0,0,1,7,1
2019-07-13,2,28,6,7,3,1,14.37,17.77,16.3,74.18,95.6,83.4,11.17,14.77,13.43,12.68,16.81,14.85,1015.5,1020.5,1018.45,25.0,100.0,70.17,11.59,23.75,17.82,46.08,34.14,3.4,5.0,0,7,24,336.8,3.4,1359.2,16.8,86.34,0,0,0,8,1
2019-07-15,3,29,1,7,3,0,13.42,16.67,14.99,68.25,84.14,77.2,9.12,12.02,11.0,11.93,14.64,13.29,1019.8,1021.1,1020.44,73.0,100.0,96.04,8.56,19.09,13.82,37.8,27.0,3.25,1.3,0,20,24,3.09,3.25,1157.22,15.62,78.93,0,0,0,6,1
2019-07-16,7,29,2,7,3,0,12.62,17.27,15.1,69.87,92.11,78.53,10.37,11.97,11.32,11.87,16.47,14.26,1017.4,1020.0,1018.78,3.0,100.0,67.92,5.12,12.14,8.81,28.08,19.17,4.65,2.6,2,13,18,10.3,4.65,1185.83,15.23,77.31,0,0,0,5,1
2019-07-17,8,29,3,7,3,0,11.07,21.47,16.97,62.33,99.67,82.43,10.92,16.22,13.75,10.45,23.23,17.67,1011.9,1017.6,1015.09,0.0,100.0,57.58,1.44,10.95,5.64,25.92,14.47,10.4,5.7,4,10,11,90.0,10.4,1399.08,15.69,79.38,0,0,0,4,1
2019-07-18,6,29,4,7,3,0,16.37,20.42,18.19,69.13,94.11,79.78,12.42,16.22,14.57,15.68,19.08,17.21,1009.5,1012.0,1010.39,12.0,100.0,85.42,9.18,24.19,17.47,48.24,34.42,4.05,2.5,0,16,24,258.69,4.05,1451.25,16.76,80.24,0,0,0,8,1
2019-07-19,6,29,5,7,3,0,14.77,21.87,18.47,56.63,100.0,80.22,12.87,16.27,14.75,15.36,21.63,18.69,1011.2,1013.5,1012.54,38.0,100.0,88.25,5.35,17.41,9.77,36.0,21.73,7.1,2.3,0,15,18,212.01,7.1,1481.96,17.88,80.81,0,0,0,5,1
2019-07-20,1,29,6,7,3,1,17.72,21.22,19.11,75.32,88.95,81.64,13.67,17.62,15.88,16.55,20.99,18.15,1008.0,1012.8,1009.51,4.0,100.0,66.46,11.02,29.55,20.54,60.12,43.27,3.5,4.8,2,12,24,141.63,3.5,1560.34,18.59,80.55,0,0,0,8,1
2019-07-21,2,29,7,7,3,1,16.27,19.97,18.11,61.76,90.34,75.25,12.27,15.87,13.53,15.51,19.44,17.47,1013.7,1022.7,1019.7,7.0,100.0,56.29,6.37,18.72,14.05,37.44,27.91,3.7,9.0,3,6,21,270.0,3.7,1362.8,18.57,79.04,0,0,0,7,1
2019-07-22,11,30,1,7,3,0,15.82,21.82,19.17,70.97,89.53,79.41,13.47,16.77,15.47,15.01,21.02,18.35,1021.1,1022.5,1021.85,0.0,100.0,37.96,10.44,29.06,19.76,54.0,37.3,6.0,1.4,9,6,24,189.46,6.0,1522.54,18.8,78.77,0,0,0,8,1
2019-07-23,15,30,2,7,3,0,15.82,28.62,22.67,53.67,94.09,71.83,14.87,18.97,16.93,16.21,32.57,24.24,1016.4,1021.9,1019.85,0.0,41.0,6.21,1.14,16.56,8.57,28.08,17.94,12.8,5.5,20,0,18,9.46,12.8,1628.25,19.98,75.49,1,0,0,5,1
2019-07-27,7,30,6,7,3,1,18.67,28.37,22.28,50.22,95.73,74.06,14.62,19.17,17.08,20.6,29.99,23.12,1001.0,1005.7,1002.43,26.0,99.0,76.96,2.19,22.68,12.71,44.28,27.01,9.7,4.7,0,8,20,9.46,9.7,1649.97,24.92,70.39,1,0,0,6,1
2019-07-28,4,30,7,7,3,1,17.77,24.37,19.97,62.99,97.21,82.88,14.72,18.37,16.83,17.26,27.47,20.88,1000.9,1007.5,1003.32,1.0,100.0,63.54,1.02,21.25,11.06,42.48,24.39,6.6,6.6,2,7,17,225.0,6.6,1654.83,22.73,75.32,0,0,0,6,1
2019-07-29,10,31,1,7,3,0,16.22,22.07,19.24,55.52,94.41,72.91,11.07,15.92,14.04,15.99,22.57,19.06,1008.5,1012.0,1010.76,0.0,79.0,30.46,4.2,18.33,11.68,37.44,24.37,5.85,3.5,7,0,20,7.59,5.85,1402.66,20.5,76.61,0,0,0,6,1
2019-07-30,10,31,2,7,3,0,16.07,26.42,21.11,46.3,85.45,65.71,12.52,15.87,14.19,15.36,26.32,20.81,1009.8,1011.5,1010.56,0.0,63.0,20.12,6.92,17.71,12.28,40.68,24.72,10.35,1.7,12,0,24,117.98,10.35,1386.76,20.1,73.83,1,0,0,6,1
2019-07-31,7,31,3,7,3,0,16.42,19.32,17.9,69.09,89.51,78.32,12.42,16.27,14.03,14.27,18.53,15.63,1011.2,1014.6,1012.97,17.0,100.0,67.08,13.28,32.34,24.65,59.4,45.51,2.9,3.4,0,10,23,189.46,2.9,1401.76,19.41,72.31,0,0,0,10,1
2019-08-01,8,31,4,8,3,0,16.42,19.77,18.08,75.75,92.06,84.36,13.87,16.17,15.36,14.75,19.02,16.99,1014.2,1015.7,1015.03,3.0,99.0,46.62,15.94,27.06,20.28,50.76,39.04,3.35,1.5,1,2,24,192.31,3.35,1524.92,19.03,76.13,0,0,0,8,1
2019-08-02,5,31,5,8,3,0,16.67,20.17,18.14,72.92,93.84,86.93,14.92,16.72,15.89,15.93,18.74,17.18,1012.9,1017.5,1014.6,10.0,100.0,62.46,15.84,26.01,20.48,51.48,38.52,3.5,4.6,0,7,24,0.92,3.5,1576.96,18.04,83.2,0,0,1,8,1
2019-08-04,2,31,7,8,3,1,13.17,23.02,18.85,63.29,99.67,80.23,13.02,16.82,15.12,12.93,25.16,19.72,1011.9,1017.9,1015.37,2.0,100.0,86.79,3.22,10.66,6.42,20.88,14.89,9.85,6.0,1,18,14,296.56,9.85,1512.26,18.16,83.03,0,0,0,4,1
2019-08-05,6,32,1,8,3,0,17.77,21.12,19.34,69.43,84.48,79.36,14.72,16.97,15.66,16.99,20.43,18.69,1009.0,1011.7,1009.82,10.0,100.0,63.62,6.13,26.94,18.3,51.48,35.04,3.35,2.7,0,8,23,105.42,3.35,1534.97,18.56,80.51,0,0,0,8,1
2019-08-06,13,32,2,8,3,0,17.42,21.02,18.86,61.03,91.21,77.02,12.97,16.07,14.62,16.65,19.3,17.6,1006.1,1009.6,1008.4,20.0,99.0,71.67,12.23,25.12,19.87,48.24,37.59,3.6,3.5,0,9,24,213.37,3.6,1452.61,19.02,78.87,0,0,0,8,1
2019-08-07,9,32,3,8,3,0,17.37,20.27,18.67,65.81,86.65,78.26,13.62,15.52,14.74,15.44,18.2,16.93,1004.8,1007.4,1006.07,11.0,98.0,48.79,20.19,28.15,23.41,53.64,43.89,2.9,2.6,0,3,24,222.98,2.9,1461.32,18.96,78.21,0,0,0,9,1
2019-08-08,7,32,4,8,3,0,14.82,20.42,18.46,67.36,94.04,77.64,13.57,15.82,14.4,15.05,19.34,17.57,1007.2,1011.8,1010.04,0.0,100.0,32.42,2.52,26.08,16.87,49.68,33.75,5.6,4.6,6,2,20,90.0,5.6,1433.33,18.66,77.64,0,0,0,7,1
2019-08-09,3,32,5,8,3,0,15.47,23.17,19.46,77.12,91.98,83.88,12.67,20.02,16.64,14.37,23.61,19.11,1003.2,1011.0,1005.95,10.0,100.0,82.38,9.89,23.44,18.86,43.56,33.96,7.7,7.8,0,17,23,100.49,7.7,1632.25,18.86,79.93,0,0,0,8,1
2019-08-10,1,32,6,8,3,1,18.12,20.82,19.33,60.0,83.57,71.57,12.67,16.32,14.01,13.07,18.15,14.52,1002.9,1010.7,1006.34,6.0,100.0,34.25,22.2,51.2,42.22,95.04,76.74,2.7,7.8,3,2,24,224.1,2.7,1383.27,19.08,77.7,0,0,0,12,1
2019-08-11,3,32,7,8,3,1,16.97,19.67,18.4,62.93,78.58,69.42,12.17,14.12,12.67,13.52,16.14,14.64,1010.8,1012.7,1011.85,3.0,100.0,63.46,24.8,38.52,31.6,68.04,57.91,2.7,1.9,2,11,24,225.0,2.7,1277.3,19.06,74.95,0,0,0,11,1
2019-08-12,3,33,1,8,3,0,14.52,18.07,16.44,66.37,92.88,81.41,10.07,14.77,13.17,13.76,17.69,15.33,1011.8,1014.3,1013.26,36.0,100.0,78.79,3.22,24.32,14.79,43.56,31.72,3.55,2.5,0,11,20,238.57,3.55,1338.63,18.06,74.13,0,0,0,7,1
2019-08-13,6,33,2,8,3,0,12.82,16.77,14.89,70.01,90.38,79.94,9.72,13.12,11.41,12.04,14.38,13.11,1014.5,1017.0,1015.93,10.0,88.0,46.38,6.41,23.31,15.42,48.96,33.09,3.95,2.5,0,0,23,231.84,3.95,1190.01,16.58,76.92,0,0,0,7,1
2019-08-14,14,33,3,8,3,0,13.17,18.87,16.07,62.15,90.78,81.21,9.97,14.92,12.73,12.19,16.94,14.45,1008.7,1017.2,1014.53,10.0,100.0,70.29,6.37,23.68,17.13,49.32,34.48,5.7,8.5,0,12,22,163.03,5.7,1305.13,15.8,80.85,0,0,0,7,1
2019-08-15,4,33,4,8,3,0,15.87,18.97,17.62,67.42,93.54,79.52,11.22,16.12,13.94,13.85,16.44,15.25,1005.6,1014.7,1009.16,14.0,100.0,64.62,16.42,29.93,25.2,55.8,46.89,3.1,9.1,0,10,24,185.27,3.1,1401.26,16.19,80.22,0,0,0,10,1
2019-08-16,4,33,5,8,3,0,14.82,20.37,17.82,61.86,86.11,74.77,10.77,14.72,13.19,14.59,18.59,16.47,1007.0,1015.7,1012.98,5.0,100.0,91.79,6.95,24.49,16.31,45.36,30.69,5.55,8.7,1,22,23,180.0,5.55,1332.3,17.17,78.5,0,0,0,7,1
2019-08-17,3,33,6,8,3,1,16.87,21.12,18.35,70.84,88.99,84.23,14.72,17.07,15.6,14.47,19.78,16.48,1004.3,1006.4,1005.21,35.0,100.0,89.33,19.23,32.09,26.09,57.24,48.48,4.25,2.1,0,17,24,187.7,4.25,1545.72,17.93,79.51,0,0,0,10,1
2019-08-19,4,34,1,8,3,0,15.57,18.97,17.18,60.12,90.2,73.08,10.92,13.97,12.23,13.14,15.47,14.26,1009.0,1017.1,1013.3,10.0,68.0,38.75,17.88,31.49,25.13,58.68,46.57,3.4,8.1,0,0,24,228.81,3.4,1255.69,17.55,79.63,0,0,0,10,1
2019-08-20,7,34,2,8,3,0,12.97,18.37,16.25,62.21,85.1,72.59,10.12,13.37,11.25,11.68,16.32,14.44,1017.6,1025.6,1021.51,0.0,52.0,27.08,7.64,22.97,15.35,43.56,29.76,5.4,8.0,3,0,22,261.87,5.4,1179.35,16.85,75.75,0,0,0,7,1
2019-08-21,6,34,3,8,3,0,13.12,20.22,16.51,54.85,92.16,77.25,10.57,15.12,12.29,12.34,19.43,15.97,1026.0,1028.0,1026.95,0.0,98.0,33.0,0.72,16.12,9.19,32.4,18.3,7.1,2.0,6,4,13,212.01,7.1,1274.98,16.64,74.31,0,0,0,5,1
2019-08-22,6,34,4,8,3,0,12.57,19.92,16.31,57.26,87.38,74.52,9.97,14.42,11.62,10.86,18.65,15.02,1024.4,1025.8,1024.93,0.0,96.0,34.08,7.59,19.65,13.45,39.6,25.68,7.35,1.4,10,4,23,204.9,7.35,1215.28,16.35,74.78,0,0,0,6,1
2019-08-23,3,34,5,8,3,0,15.22,22.82,18.84,70.62,93.15,83.19,13.12,19.12,15.86,14.93,25.72,19.84,1023.4,1026.2,1025.0,0.0,95.0,51.5,3.6,11.49,8.1,19.44,17.37,7.6,2.8,4,5,23,7.77,7.6,1567.11,17.22,78.32,0,0,0,5,1
2019-08-24,2,34,6,8,3,1,14.67,27.12,20.52,51.02,84.14,70.1,12.02,18.32,14.63,13.87,27.96,20.86,1018.8,1023.4,1020.76,0.0,33.0,5.0,6.38,12.02,9.62,24.12,18.3,12.45,4.6,20,0,20,94.09,12.45,1438.66,18.56,75.94,1,0,0,5,1
2019-08-25,8,34,7,8,3,1,14.22,29.12,21.65,41.24,88.06,69.46,12.07,19.37,15.37,13.85,30.62,22.51,1018.3,1020.0,1019.09,0.0,93.0,44.67,5.4,9.79,7.88,17.64,14.98,14.9,1.7,6,3,19,90.0,14.9,1503.83,20.34,74.25,1,0,0,4,0
2019-08-26,15,35,1,8,3,0,16.37,28.72,22.84,45.73,91.14,69.26,14.62,18.82,16.45,16.78,29.69,23.73,1017.0,1019.7,1018.47,0.0,53.0,17.17,6.88,12.86,10.31,25.92,19.17,12.35,2.7,12,0,19,82.57,12.35,1581.72,21.67,69.61,1,0,0,5,1
2019-08-27,17,35,2,8,3,0,17.57,29.82,24.12,49.81,93.27,72.39,15.87,21.87,18.56,18.7,33.37,26.42,1012.6,1016.8,1014.66,3.0,87.0,41.12,2.1,12.72,6.91,25.56,14.88,12.25,4.2,5,0,12,153.44,12.25,1746.08,22.87,70.37,1,0,0,4,1
2019-08-28,8,35,3,8,3,0,18.37,23.22,20.83,74.89,89.57,83.44,16.62,18.97,17.89,18.22,24.2,22.03,1011.5,1015.0,1013.18,0.0,100.0,56.88,4.8,18.92,11.71,38.88,24.33,4.85,3.5,6,9,18,157.17,4.85,1737.98,22.6,75.03,0,0,0,6,1
2019-08-29,3,35,4,8,3,0,14.87,20.57,18.26,71.65,91.8,82.89,13.07,17.37,15.24,14.26,19.96,17.84,1015.0,1021.6,1018.46,0.0,91.0,42.08,5.51,22.24,15.23,42.48,30.07,5.7,6.6,6,1,22,188.53,5.7,1513.72,21.07,79.57,0,0,0,7,1
2019-08-30,4,35,5,8,3,0,14.12,20.22,17.16,61.42,92.54,80.16,12.27,14.62,13.52,13.24,18.78,16.25,1019.4,1022.6,1021.44,0.0,94.0,52.12,6.64,23.47,14.26,44.64,27.72,6.1,3.2,4,2,23,234.12,6.1,1375.27,18.75,82.16,0,0,0,7,1
2019-08-31,3,35,6,8,3,1,13.82,25.87,19.8,47.33,91.05,70.28,11.97,16.47,13.77,12.77,25.89,19.3,1008.0,1018.8,1012.4,0.0,99.0,38.62,8.89,23.84,12.71,41.76,24.94,12.05,10.8,12,7,23,139.76,12.05,1391.55,18.41,77.78,1,0,0,6,1
2019-09-01,1,35,7,9,4,1,15.02,17.62,16.68,55.13,76.16,63.85,8.22,13.37,9.75,12.65,16.26,14.16,1010.4,1019.0,1015.02,18.0,100.0,62.58,12.3,21.05,17.03,40.68,32.86,2.6,8.6,0,10,24,290.56,2.6,1064.87,17.88,71.43,0,0,0,7,1
2019-09-02,15,36,1,9,4,0,15.52,18.17,16.84,51.71,73.99,58.97,6.57,12.02,8.69,12.53,14.81,13.84,1019.4,1023.4,1021.72,6.0,100.0,41.5,13.91,28.22,18.53,49.68,34.2,2.65,4.0,1,2,24,227.49,2.65,992.95,17.77,64.37,0,0,0,8,1
2019-09-03,9,36,2,9,4,0,14.77,19.12,17.46,62.38,83.32,71.6,11.57,13.12,12.22,13.31,17.06,15.21,1019.1,1022.5,1021.15,11.0,100.0,50.88,11.3,25.62,20.28,49.32,38.38,4.35,3.4,0,1,24,186.71,4.35,1250.1,16.99,64.81,0,0,0,8,1
2019-09-04,4,36,3,9,4,0,15.07,18.02,16.48,55.77,92.08,81.73,7.37,16.12,13.25,12.09,16.09,14.36,1011.0,1018.7,1013.34,14.0,100.0,68.67,12.25,30.95,22.02,57.6,41.35,2.95,7.7,0,10,24,183.58,2.95,1347.28,16.93,70.77,0,0,0,9,1
2019-09-05,2,36,4,9,4,0,11.67,16.72,14.39,60.02,86.34,71.06,6.97,11.97,9.14,9.85,12.01,10.51,1011.5,1024.7,1019.36,0.0,72.0,40.04,7.59,33.89,25.21,61.92,47.83,5.05,13.2,4,0,23,240.26,5.05,1022.64,16.11,74.8,0,0,0,10,1
2019-09-06,4,36,5,9,4,0,13.42,17.17,15.21,58.31,93.4,74.5,8.02,13.32,10.55,10.86,14.19,12.29,1017.0,1024.3,1020.34,42.0,100.0,84.17,7.07,34.02,21.39,63.0,40.45,3.75,7.3,0,14,24,230.58,3.75,1132.91,15.36,75.76,0,0,0,9,1
2019-09-07,1,36,6,9,4,1,12.67,16.67,14.37,66.58,87.53,81.32,8.77,12.87,11.18,10.07,14.63,12.48,1016.9,1021.1,1018.62,27.0,99.0,52.17,5.99,23.47,15.52,42.84,30.1,4.0,4.2,0,1,23,308.29,4.0,1168.82,14.66,75.63,0,0,0,7,1
2019-09-08,1,36,7,9,4,1,12.17,16.32,14.06,54.1,93.02,72.6,7.02,11.67,9.02,9.63,13.7,11.94,1017.4,1020.7,1019.52,17.0,67.0,44.08,9.72,16.18,12.91,31.32,25.57,4.15,3.3,0,0,24,297.41,4.15,1020.5,14.55,76.14,0,0,0,6,1
2019-09-09,4,37,1,9,4,0,9.52,16.92,13.76,51.02,95.72,75.18,6.37,11.17,9.1,8.11,14.57,12.29,1013.9,1017.5,1015.16,9.0,95.0,47.25,0.51,14.69,8.64,29.52,17.65,7.4,3.6,1,1,16,106.7,7.4,1034.63,14.06,76.37,0,0,0,5,1
2019-09-10,4,37,2,9,4,0,10.82,17.57,14.65,63.52,94.51,78.78,9.77,11.92,10.85,9.97,16.28,13.71,1015.4,1019.5,1017.73,9.0,93.0,52.5,2.81,13.21,8.27,29.16,16.99,6.75,4.1,1,2,14,225.0,6.75,1154.04,14.16,75.52,0,0,0,5,1
2019-09-11,4,37,3,9,4,0,14.27,18.02,16.2,84.86,93.26,89.1,12.37,16.27,14.4,12.43,17.45,14.32,1017.9,1021.5,1018.93,20.0,100.0,83.21,7.29,37.05,22.92,65.16,42.24,3.75,3.6,0,16,24,220.67,3.75,1443.19,14.87,81.02,0,0,1,9,1
2019-09-12,11,37,4,9,4,0,13.72,19.72,17.48,64.36,89.47,80.17,11.37,16.32,13.94,12.71,17.85,16.14,1022.3,1027.1,1025.51,1.0,100.0,41.38,7.24,28.36,18.22,51.84,32.43,6.0,4.8,2,3,19,223.81,6.0,1401.63,16.11,82.68,0,0,0,8,1
2019-09-13,6,37,5,9,4,0,12.52,18.72,16.84,69.39,90.59,80.32,10.62,16.47,13.36,11.16,17.83,15.64,1026.5,1035.7,1031.98,0.0,100.0,56.88,8.85,23.69,15.82,47.52,30.91,6.2,9.2,3,5,24,3.47,6.2,1352.72,16.84,83.2,0,0,0,7,1
2019-09-14,1,37,6,9,4,1,10.27,18.82,14.6,52.72,97.69,76.33,8.42,14.02,10.09,9.31,18.62,13.86,1026.7,1035.5,1032.15,0.0,96.0,43.96,0.8,12.1,5.72,20.16,13.29,8.55,8.8,5,4,11,33.69,8.55,1114.66,16.31,78.94,0,0,0,4,1
2019-09-15,2,37,7,9,4,1,13.82,18.57,16.44,70.32,87.76,79.44,9.02,14.32,12.84,11.7,17.04,15.08,1022.3,1025.8,1022.95,0.0,100.0,71.71,3.6,24.8,15.68,46.8,29.52,4.75,3.5,3,12,19,214.11,4.75,1306.02,15.96,78.7,0,0,0,7,1
2019-09-16,2,38,1,9,4,0,13.27,16.22,14.63,66.48,92.23,79.7,7.92,13.72,11.07,11.11,15.64,13.68,1020.3,1021.7,1020.88,51.0,100.0,94.08,2.97,16.55,8.99,28.8,17.85,2.95,1.4,0,19,17,12.53,2.95,1165.92,15.22,78.49,0,0,0,5,1
2019-09-17,3,38,2,9,4,0,12.82,15.62,14.23,53.38,74.68,64.46,5.57,9.97,7.57,9.12,11.88,10.5,1020.1,1025.6,1022.27,54.0,100.0,89.04,8.94,29.83,21.3,54.72,40.11,2.8,5.5,0,15,24,315.0,2.8,917.06,15.1,74.54,0,0,0,9,1
2019-09-18,3,38,3,9,4,0,11.07,15.67,13.16,51.6,79.29,67.55,5.22,8.42,7.17,9.24,12.16,10.61,1025.6,1029.5,1027.62,33.0,88.0,66.29,6.3,19.48,12.53,37.08,24.36,4.6,3.9,0,0,21,1.51,4.6,889.19,14.01,70.57,0,0,0,6,1
2019-09-19,3,38,4,9,4,0,10.47,15.07,13.12,66.19,92.9,79.19,7.87,10.72,9.52,9.13,13.94,12.05,1029.6,1031.7,1030.68,14.0,100.0,78.92,2.31,10.19,6.58,20.52,13.35,4.6,2.1,0,15,7,348.69,4.6,1038.73,13.5,70.4,0,0,0,4,1
2019-09-20,3,38,5,9,4,0,7.02,17.57,12.65,61.86,96.66,79.4,6.17,10.92,8.94,4.83,16.31,11.01,1023.8,1030.9,1028.04,0.0,92.0,31.17,5.0,14.33,9.52,28.08,17.97,10.55,7.1,11,1,15,67.83,10.55,1004.09,12.98,75.38,0,0,0,5,1
2019-09-21,4,38,6,9,4,1,9.17,21.72,15.54,47.97,78.28,61.37,4.92,11.07,7.88,5.88,18.84,12.44,1012.1,1023.3,1017.6,0.0,0.0,0.0,12.98,22.09,17.85,40.32,31.83,12.55,11.2,24,0,24,109.44,12.55,953.94,13.77,73.32,0,0,0,8,1
2019-09-22,2,38,7,9,4,1,12.67,24.42,17.97,54.0,92.66,67.29,5.77,16.27,11.57,9.47,23.76,16.26,1005.4,1011.3,1008.05,0.0,100.0,61.04,11.72,21.3,16.11,39.6,29.86,11.75,5.9,4,6,24,129.81,11.75,1209.13,15.39,69.35,0,0,0,7,1
2019-09-23,3,39,1,9,4,0,13.87,17.87,15.92,75.21,95.9,86.55,11.12,15.37,13.63,12.27,16.78,14.93,1009.8,1014.3,1012.49,6.0,100.0,83.04,8.67,20.93,14.97,41.4,28.5,4.0,4.5,1,18,24,143.97,4.0,1378.27,16.48,71.74,0,0,1,7,1
2019-09-24,8,39,2,9,4,0,14.52,18.47,15.9,70.51,95.26,81.89,10.47,14.67,12.74,12.69,15.76,13.83,1002.5,1012.7,1006.76,90.0,100.0,98.62,15.51,27.5,20.28,52.92,36.55,3.95,10.2,0,23,24,168.69,3.95,1301.98,16.6,78.58,0,0,0,8,1
2019-09-25,3,39,3,9,4,0,14.12,17.72,15.63,71.56,95.87,88.59,12.37,14.47,13.69,12.58,16.56,14.02,1002.8,1003.6,1003.05,55.0,100.0,92.79,14.42,23.66,19.23,43.56,35.52,3.6,0.8,0,20,24,165.96,3.6,1384.23,15.82,85.68,0,0,1,8,1
2019-09-26,7,39,4,9,4,0,14.72,18.67,16.24,80.0,95.58,89.96,12.62,16.47,14.58,12.62,16.41,14.28,1003.9,1005.6,1004.57,22.0,100.0,87.17,17.67,31.95,23.91,59.04,43.71,3.95,1.7,0,17,24,180.0,3.95,1461.13,15.92,86.81,0,0,1,9,1
2019-09-27,4,39,5,9,4,0,14.17,16.77,15.24,78.01,90.1,84.98,11.82,13.62,12.71,9.1,13.49,11.71,1004.2,1005.9,1005.19,41.0,100.0,66.04,22.67,40.76,30.06,72.0,54.48,2.6,1.7,0,5,24,211.65,2.6,1294.92,15.7,87.84,0,0,0,11,1
2019-09-28,2,39,6,9,4,1,14.42,17.52,15.81,70.83,85.87,77.25,9.72,14.12,11.82,10.72,13.57,12.1,1005.1,1008.3,1006.96,15.0,100.0,61.38,22.08,40.34,29.4,74.52,54.79,3.1,3.2,0,9,24,227.08,3.1,1221.35,15.76,84.06,0,0,0,11,1
2019-09-29,2,39,7,9,4,1,13.72,16.87,15.27,80.14,91.95,88.25,11.42,15.12,13.33,9.48,14.22,11.87,991.7,1007.0,997.21,60.0,100.0,93.96,18.06,41.62,30.71,73.08,56.83,3.15,15.3,0,20,24,180.0,3.15,1347.3,15.44,83.49,0,0,1,11,1
2019-09-30,2,40,1,9,4,0,13.02,15.92,14.38,65.98,93.06,81.2,9.57,12.42,11.09,9.11,12.86,11.35,998.2,1010.8,1007.02,20.0,100.0,68.12,12.26,40.77,23.09,72.0,44.16,2.9,12.6,0,8,24,164.88,2.9,1167.26,15.15,82.23,0,0,0,9,1
2019-10-01,2,40,2,10,4,0,11.62,17.27,14.98,79.13,94.02,89.07,9.87,15.42,13.18,8.59,15.46,12.54,997.8,1003.5,999.34,74.0,100.0,98.58,8.05,36.03,23.82,64.44,45.78,5.65,5.7,0,23,24,29.25,5.65,1334.5,14.88,86.17,0,0,1,9,1
