date,fault_count,week,dag,maand,seizoen,is_weekend,temperatuur_min,temperatuur_max,temperatuur_avg,luchtvochtigheid_min,luchtvochtigheid_max,luchtvochtigheid_avg,dauwpunt_min,dauwpunt_max,dauwpunt_avg,gevoelstemp_min,gevoelstemp_max,gevoelstemp_avg,luchtdruk_min,luchtdruk_max,luchtdruk_avg,bewolking_min,bewolking_max,bewolking_avg,windsnelheid_min,windsnelheid_max,windsnelheid_avg,windstoot_max,windstoot_avg,temperatuur_range,luchtdruk_delta,uren_helder,uren_bewolkt,aantal_sterke_windstoten,dominante_windrichting,temp_range,temp_vocht_interactie,temp_rolling_mean,vocht_rolling_mean,hoge_temp_dag,lage_temp_dag,hoge_vocht_dag,windkracht_beaufort,sterke_wind_uren
2018-01-02,3,1,2,1,1,0,5.82,8.77,6.52,78.69,94.35,85.68,2.52,7.82,4.28,0.0,3.24,1.72,994.3,1009.0,1004.28,15.0,100.0,74.5,13.1,35.05,23.6,61.56,42.81,2.95,14.7,0,14,24,177.14,2.95,558.39,6.6,84.22,0,0,1,9,1
2018-01-03,1,1,3,1,1,0,7.27,9.77,8.02,69.82,92.24,78.67,2.22,8.57,4.51,-3.24,3.34,-0.11,982.5,995.7,988.6,12.0,100.0,65.88,35.86,61.56,46.84,111.6,87.84,2.5,13.2,0,9,24,196.42,2.5,631.08,7.08,82.37,0,0,0,12,1
2018-01-04,2,1,4,1,1,0,7.07,9.72,7.87,71.58,92.47,81.73,2.57,7.67,4.89,-1.01,4.8,2.23,986.9,996.2,992.22,2.0,100.0,69.12,13.08,48.43,30.25,88.56,55.54,2.65,9.3,3,12,24,161.56,2.65,642.84,7.47,82.03,0,0,0,11,1
2018-01-05,2,1,5,1,1,0,6.22,7.97,6.98,68.15,91.43,81.81,2.12,5.77,4.04,-0.11,4.09,1.9,991.5,998.5,994.26,13.0,100.0,75.75,17.23,41.98,25.15,80.28,46.96,1.75,7.0,0,13,24,208.81,1.75,570.84,7.62,80.74,0,0,0,10,1
2018-01-06,1,1,6,1,1,1,2.72,6.67,5.12,82.31,92.8,88.62,1.67,4.82,3.38,-1.36,4.56,1.5,999.3,1019.4,1008.38,33.0,100.0,89.54,3.08,25.2,14.27,49.68,26.61,3.95,20.1,0,18,19,45.0,3.95,453.7,6.65,84.05,0,0,1,7,1
2018-01-07,2,1,7,1,1,1,-0.63,2.77,1.19,71.15,92.47,79.89,-4.98,1.67,-1.94,-7.37,-1.31,-4.8,1020.5,1029.6,1026.96,0.0,96.0,28.71,15.28,27.87,24.7,51.12,44.02,3.4,9.1,13,3,24,70.82,3.4,95.43,4.43,83.44,0,1,0,10,1
2018-01-08,5,2,1,1,1,0,-1.23,3.17,0.89,71.22,86.58,78.79,-4.33,-0.23,-2.39,-7.85,-2.7,-5.31,1019.5,1029.0,1024.98,0.0,95.0,25.46,23.14,28.16,25.66,50.4,45.73,4.4,9.5,12,2,24,86.13,4.4,70.32,2.4,82.43,0,1,0,10,1
2018-01-09,4,2,2,1,1,0,1.02,5.17,3.22,84.11,95.9,91.57,-0.13,4.47,1.97,-3.97,1.63,-0.92,1007.8,1017.8,1010.99,7.0,100.0,66.33,10.95,21.39,16.13,41.4,29.46,4.15,10.0,2,11,24,90.0,4.15,294.83,1.77,83.42,0,0,1,7,1
2018-01-10,4,2,3,1,1,0,5.42,7.62,6.62,88.36,97.61,94.85,4.82,6.57,5.85,2.22,4.69,3.67,1006.1,1009.9,1007.47,34.0,100.0,96.54,9.01,18.23,13.14,32.4,23.55,2.2,3.8,0,23,24,144.25,2.2,627.69,3.58,88.41,0,0,1,6,1
2018-01-11,5,2,4,1,1,0,2.52,7.67,4.45,92.09,99.65,97.78,2.42,6.67,4.12,0.1,5.32,2.14,1010.1,1024.1,1017.27,16.0,100.0,86.04,0.8,9.98,6.34,17.64,12.64,5.15,14.0,0,16,11,25.64,5.15,434.98,4.76,94.73,0,0,1,4,0
2018-01-14,2,2,7,1,1,1,1.27,4.57,2.53,74.46,92.73,85.73,-0.38,1.47,0.35,-2.98,0.11,-1.92,1015.7,1022.4,1019.87,0.0,100.0,46.25,12.68,18.36,16.3,33.84,29.28,3.3,6.7,6,6,24,88.85,3.3,216.72,3.89,91.26,0,0,1,7,1
2018-01-15,3,3,1,1,1,0,2.22,7.92,4.96,83.26,94.3,89.68,1.17,6.12,3.39,-2.49,1.74,-1.12,987.8,1015.1,1000.14,11.0,100.0,89.62,18.39,38.95,31.19,69.48,55.78,5.7,27.3,0,21,24,270.0,5.7,444.74,3.97,89.03,0,0,1,11,1
2018-01-16,1,3,2,1,1,0,3.62,6.12,4.85,59.2,88.99,77.0,-1.68,3.47,1.07,-2.93,-0.11,-1.81,988.1,992.2,990.11,26.0,100.0,66.67,25.62,38.77,32.33,72.0,60.13,2.5,4.1,0,6,24,252.84,2.5,373.33,4.11,84.13,0,0,0,11,1
2018-01-17,2,3,3,1,1,0,2.57,5.62,4.42,58.0,83.67,70.47,-3.38,1.77,-0.56,-4.56,-0.92,-3.08,989.8,1003.3,997.48,3.0,100.0,62.71,27.15,44.16,36.35,78.48,66.16,3.05,13.5,1,7,24,256.8,3.05,311.46,4.74,79.05,0,0,0,12,1
2018-01-18,1,3,4,1,1,0,1.77,8.62,4.97,69.39,99.29,82.82,0.17,6.72,2.25,-6.63,0.24,-1.71,979.8,1001.9,994.52,25.0,100.0,77.67,12.02,75.46,33.92,139.32,65.62,6.85,22.1,0,11,24,165.51,6.85,411.94,4.75,76.76,0,0,0,12,1
2018-01-19,1,3,5,1,1,0,3.27,5.22,4.1,62.42,89.95,80.58,-1.38,2.52,1.01,-2.08,0.94,-0.8,1001.7,1006.8,1005.31,19.0,100.0,59.5,10.31,25.28,20.16,46.44,37.45,1.95,5.1,0,3,24,251.18,1.95,330.1,4.5,77.96,0,0,0,8,1
2018-01-20,1,3,6,1,1,1,2.02,4.72,3.53,69.17,97.54,85.69,-0.98,2.47,1.31,-2.36,1.5,-0.46,999.3,1006.5,1002.97,26.0,100.0,79.04,6.13,21.53,14.25,37.08,26.68,2.7,7.2,0,14,20,173.29,2.7,302.67,4.2,83.03,0,0,1,7,1
2018-01-22,2,4,1,1,1,0,1.87,7.67,5.89,87.45,97.9,91.72,1.27,6.07,4.63,-3.65,3.62,1.48,1003.3,1016.7,1008.5,16.0,100.0,71.96,15.63,24.63,21.48,44.64,38.71,5.8,13.4,0,12,24,153.06,5.8,540.09,4.5,84.97,0,0,1,9,1
2018-01-23,3,4,2,1,1,0,4.62,9.87,7.59,85.75,94.88,90.77,3.87,8.87,6.17,0.34,4.32,2.81,1014.0,1018.7,1016.51,2.0,100.0,78.79,12.54,37.76,26.3,68.04,46.89,5.25,4.7,2,15,24,190.68,5.25,688.63,5.85,86.66,0,0,1,10,1
2018-01-24,1,4,3,1,1,0,6.97,13.52,10.41,74.8,96.05,86.0,4.67,10.02,8.12,1.83,6.98,4.59,1004.2,1014.5,1008.96,65.0,100.0,97.79,22.01,46.98,36.67,83.88,65.91,6.55,10.3,0,23,24,204.01,6.55,895.04,7.96,89.5,0,0,1,12,1
2018-01-25,4,4,4,1,1,0,5.62,8.42,6.96,81.25,93.61,87.93,4.22,5.82,5.08,0.97,4.13,2.49,1007.9,1010.8,1009.48,88.0,100.0,98.29,13.9,31.09,22.4,55.08,40.84,2.8,2.9,0,23,24,196.56,2.8,611.54,8.32,88.24,0,0,1,9,1
2018-01-27,1,4,6,1,1,1,2.47,8.32,5.57,75.21,97.89,88.43,2.17,7.37,3.76,-1.29,2.67,0.74,1022.5,1028.7,1026.11,2.0,100.0,83.46,7.65,39.97,23.11,69.84,40.9,5.85,6.2,2,15,22,200.56,5.85,492.68,5.85,89.94,0,0,1,9,1
2018-01-28,1,4,7,1,1,1,8.07,9.32,8.78,86.67,94.41,91.77,6.52,8.12,7.51,3.18,4.51,3.64,1023.1,1027.9,1026.29,18.0,100.0,77.92,23.13,35.77,30.87,63.0,54.43,1.25,4.8,0,13,24,243.44,1.25,805.91,6.46,91.22,0,0,1,11,1
2018-01-29,4,5,1,1,1,0,6.12,9.17,8.17,79.23,92.81,84.49,3.17,7.62,5.69,1.19,3.48,2.25,1019.4,1028.2,1023.5,0.0,100.0,75.46,21.75,40.11,33.36,74.16,60.12,3.05,8.8,3,15,24,239.78,3.05,689.92,7.51,88.23,0,0,0,12,1
2018-01-30,3,5,2,1,1,0,3.12,6.87,5.07,75.4,91.83,85.27,1.77,3.37,2.77,-1.33,2.7,1.05,1016.9,1028.8,1025.89,2.0,100.0,64.79,12.26,22.67,16.18,40.32,29.94,3.75,11.9,3,10,24,184.4,3.75,431.91,7.34,87.18,0,0,1,7,1
2018-01-31,3,5,3,1,1,0,4.22,8.77,6.47,56.58,94.39,81.72,-3.18,7.72,3.48,-1.94,2.58,0.62,997.1,1015.2,1002.7,19.0,100.0,85.25,19.83,39.65,30.12,79.92,56.47,4.55,18.1,0,18,24,195.8,4.55,528.9,6.57,83.83,0,0,0,11,1
2018-02-01,2,5,4,2,1,0,2.72,5.42,4.35,70.11,98.94,80.32,-0.03,3.77,1.2,-2.62,0.55,-0.93,995.9,998.6,997.35,19.0,100.0,59.46,13.28,30.59,22.99,53.64,43.99,2.7,2.7,0,6,24,242.78,2.7,349.14,5.29,82.44,0,0,0,9,1
2018-02-02,1,5,5,2,1,0,0.37,6.57,4.64,68.67,92.66,83.26,-0.68,3.12,2.0,-3.14,1.89,0.12,997.8,1008.8,1003.01,17.0,95.0,64.62,8.71,30.27,18.7,52.92,35.77,6.2,11.0,0,2,24,1.36,6.2,386.2,5.15,81.77,0,0,0,8,1
2018-02-03,2,5,6,2,1,1,0.72,4.87,3.11,76.75,96.14,85.59,-2.53,3.42,0.9,-4.37,2.06,-0.49,1005.0,1012.1,1007.01,48.0,100.0,81.62,5.8,19.62,11.12,34.56,21.21,4.15,7.1,0,7,20,255.96,4.15,265.76,4.03,83.06,0,0,1,6,1
2018-02-05,3,6,1,2,1,0,-0.48,2.82,0.99,69.39,91.0,80.91,-3.68,-0.68,-1.96,-5.11,-2.53,-4.02,1022.9,1029.1,1026.95,23.0,100.0,72.21,13.68,21.25,17.82,39.96,32.65,3.3,6.2,0,5,24,59.66,3.3,79.8,2.01,81.22,0,1,0,8,1
2018-02-06,3,6,2,2,1,0,-3.53,1.22,-1.61,63.26,90.7,78.98,-6.73,-3.03,-4.86,-7.9,-3.99,-6.19,1015.0,1022.2,1017.47,0.0,51.0,16.0,9.78,17.4,12.48,34.2,23.58,4.75,7.2,11,0,24,76.43,4.75,-126.8,0.44,79.02,0,1,0,6,1
2018-02-07,5,6,3,2,1,0,-4.08,2.27,-1.18,48.43,84.02,70.05,-9.03,-4.28,-6.19,-7.97,-1.06,-5.01,1016.4,1019.7,1018.33,0.0,99.0,33.25,1.61,10.82,6.37,19.08,13.27,6.35,3.3,13,2,9,34.51,6.35,-82.69,-0.6,76.65,0,1,0,4,1
2018-02-08,6,6,4,2,1,0,-1.18,4.97,1.47,63.25,90.57,78.32,-3.93,1.02,-1.96,-5.55,0.81,-2.98,1015.5,1020.0,1018.62,22.0,100.0,61.75,9.03,20.52,14.08,36.0,25.54,6.15,4.5,0,5,24,186.52,6.15,115.1,-0.44,75.79,0,1,0,7,1
2018-02-09,3,6,5,2,1,0,-0.03,2.57,1.29,69.78,94.04,81.79,-3.43,1.22,-1.53,-6.19,-1.09,-4.26,1009.0,1015.0,1010.76,92.0,100.0,98.62,10.8,29.66,22.05,53.28,40.18,2.6,6.0,0,24,24,180.0,2.6,105.89,0.53,76.72,0,1,0,9,1
2018-02-11,3,6,7,2,1,1,2.62,7.07,4.61,62.68,94.23,79.38,-2.13,5.07,1.23,-4.16,0.05,-2.18,993.5,1004.2,998.57,14.0,100.0,62.0,24.14,39.24,33.44,70.92,60.73,4.45,10.7,0,7,24,184.95,4.45,365.72,2.77,82.7,0,0,0,12,1
2018-02-12,4,7,1,2,1,0,1.77,4.87,3.31,60.07,86.26,72.7,-2.48,-0.28,-1.18,-3.89,-0.82,-2.22,1004.8,1013.6,1010.77,17.0,94.0,54.79,14.4,28.19,22.16,48.96,41.5,3.1,8.8,0,1,24,200.7,3.1,240.88,3.45,79.67,0,0,0,9,1
2018-02-13,3,7,2,2,1,0,-0.58,6.02,2.33,56.47,93.08,73.91,-5.63,0.87,-2.07,-5.99,-0.3,-3.29,1007.6,1013.0,1009.8,0.0,76.0,21.04,18.49,29.89,21.99,57.24,39.99,6.6,5.4,12,0,24,143.53,6.6,171.89,3.42,75.33,0,1,0,9,1
2018-02-18,3,7,7,2,1,1,-2.98,7.42,2.0,67.15,92.46,85.85,-4.03,2.77,-0.18,-7.13,3.72,-1.68,1022.0,1025.5,1024.41,0.0,99.0,51.42,5.99,14.4,10.67,25.2,19.89,10.4,3.5,8,8,22,165.96,10.4,171.76,2.68,84.59,0,1,1,5,1
2018-02-19,8,8,1,2,1,0,1.67,5.02,3.06,78.95,91.79,85.73,-0.43,2.02,0.89,-2.47,1.11,-0.71,1017.5,1021.7,1018.89,86.0,100.0,97.96,7.9,14.51,12.26,26.28,22.26,3.35,4.2,0,23,23,154.89,3.35,262.44,2.29,85.96,0,0,1,6,1
2018-02-20,2,8,2,2,1,0,-2.03,5.07,1.5,71.34,93.9,85.33,-2.88,0.52,-0.77,-5.72,2.08,-1.91,1018.3,1025.1,1020.46,19.0,100.0,68.12,4.1,12.39,8.03,21.96,16.03,7.1,6.8,0,9,16,22.75,7.1,127.89,2.19,85.64,0,1,1,5,1
2018-02-21,3,8,3,2,1,0,-2.63,4.92,0.57,58.76,92.48,81.98,-3.68,-1.18,-2.32,-6.23,0.68,-3.33,1025.3,1027.1,1026.32,0.0,69.0,11.42,6.49,15.0,9.9,29.16,19.2,7.55,1.8,18,0,21,21.8,7.55,46.87,1.71,84.35,0,1,0,5,1
2018-02-22,1,8,4,2,1,0,-1.43,3.97,0.78,58.05,90.22,76.51,-4.33,-1.73,-3.02,-6.05,-1.24,-3.95,1024.9,1026.8,1025.91,0.0,48.0,9.46,10.16,20.57,14.99,38.16,27.75,5.4,1.9,18,0,24,63.44,5.4,59.84,0.95,81.27,0,1,0,7,1
2018-02-23,2,8,5,2,1,0,-2.58,2.47,-0.1,57.04,92.2,74.98,-7.78,-1.58,-4.21,-8.64,-3.89,-5.52,1022.8,1025.2,1024.1,0.0,96.0,42.62,10.83,26.63,18.8,49.32,34.11,5.05,2.4,6,2,24,64.09,5.05,-7.44,0.42,77.83,0,1,0,8,1
2018-02-24,1,8,6,2,1,1,-3.18,2.67,-0.68,51.22,65.98,58.67,-9.93,-3.78,-7.81,-9.78,-4.22,-7.44,1024.3,1030.0,1026.85,0.0,99.0,35.5,21.96,29.93,25.46,54.72,45.82,5.85,5.7,13,5,24,90.0,5.85,-39.68,0.0,70.05,0,1,0,10,1
2018-02-25,2,8,7,2,1,1,-4.23,0.22,-2.14,46.09,75.92,58.66,-10.23,-6.63,-9.3,-10.38,-6.49,-8.47,1029.6,1032.3,1031.33,0.0,98.0,15.25,18.12,24.74,21.5,46.44,39.6,4.45,2.7,20,2,24,87.23,4.45,-125.83,-0.97,64.1,0,1,0,9,1
2018-02-26,3,9,1,2,1,0,-4.08,0.02,-2.65,38.95,78.21,63.08,-13.08,-6.68,-9.08,-9.59,-6.54,-8.54,1028.5,1033.1,1031.3,0.0,100.0,35.71,13.76,25.07,18.72,47.88,35.25,4.1,4.6,9,3,24,37.35,4.1,-166.84,-1.82,60.14,0,1,0,8,1
2018-02-27,3,9,2,2,1,0,-5.23,-0.48,-3.17,45.62,86.83,68.95,-11.28,-6.83,-8.32,-9.77,-5.43,-8.09,1021.4,1028.0,1024.3,0.0,88.0,41.33,8.4,15.83,12.43,33.48,24.63,4.75,6.6,7,0,24,46.17,4.75,-218.7,-2.65,63.56,0,1,0,6,1
2018-02-28,3,9,3,2,1,0,-7.23,-3.73,-5.51,40.5,80.34,57.46,-16.73,-8.03,-12.89,-15.36,-9.83,-12.75,1019.2,1024.2,1021.92,0.0,92.0,49.46,15.48,30.96,26.11,54.72,47.23,3.5,5.0,6,1,24,86.59,3.5,-316.36,-3.77,63.16,0,1,0,10,1
2018-03-01,6,9,4,3,2,0,-7.58,-1.38,-4.7,34.46,58.23,45.29,-15.53,-14.33,-14.98,-16.12,-11.17,-13.83,1005.5,1016.9,1010.0,93.0,100.0,98.25,32.45,42.55,38.03,77.4,68.32,6.2,11.4,0,24,24,84.64,6.2,-213.0,-4.46,57.23,0,1,0,12,1
2018-03-02,3,9,5,3,2,0,-6.78,-0.58,-3.88,35.28,57.03,46.81,-14.58,-12.48,-13.78,-15.78,-9.05,-12.32,998.1,1003.9,1000.39,48.0,100.0,90.17,23.77,39.83,33.75,72.36,61.65,6.2,5.8,0,16,24,83.78,6.2,-181.74,-4.7,49.85,0,1,0,12,1
2018-03-03,2,9,6,3,2,1,-4.63,0.07,-2.43,49.72,80.72,60.66,-11.58,-5.73,-9.1,-11.45,-5.93,-8.67,997.2,998.6,997.87,8.0,100.0,86.25,16.17,24.49,21.07,43.92,38.68,4.7,1.4,1,14,24,88.29,4.7,-147.68,-3.67,50.92,0,1,0,9,1
2018-03-04,2,9,7,3,2,1,-2.03,10.57,3.78,56.67,93.86,80.33,-5.13,3.82,0.5,-6.67,6.5,-0.63,988.7,997.4,993.95,36.0,100.0,83.92,13.71,27.33,16.53,55.08,30.22,12.6,8.7,0,16,24,103.67,12.6,303.99,-0.84,62.6,0,1,0,7,1
2018-03-05,1,10,1,3,2,0,3.82,10.12,5.74,69.64,95.6,87.5,2.37,5.82,3.76,-1.43,6.87,1.85,990.1,993.3,992.03,0.0,100.0,76.79,3.08,29.02,16.66,50.04,31.48,6.3,3.2,2,13,20,20.56,6.3,502.09,2.36,76.16,0,0,1,7,1
2018-03-06,4,10,2,3,2,0,-0.38,8.87,4.08,80.35,100.0,91.02,-0.38,5.72,2.71,-3.63,5.42,0.74,989.5,992.3,990.75,12.0,100.0,76.46,3.55,16.3,11.61,31.68,21.49,9.25,2.8,0,13,18,135.0,9.25,371.36,4.53,86.28,0,1,1,6,1
2018-03-08,3,10,4,3,2,0,1.52,7.72,4.36,78.11,94.85,86.9,0.62,4.47,2.32,-2.98,2.03,-1.13,993.8,1001.0,997.1,0.0,100.0,47.33,11.81,38.18,25.79,73.44,47.32,6.2,7.2,5,5,24,171.87,6.2,378.99,4.29,90.13,0,0,1,10,1
2018-03-09,3,10,5,3,2,0,3.77,7.82,6.04,72.43,92.34,83.75,1.67,5.22,3.47,-0.79,6.28,2.41,1000.9,1005.9,1003.91,0.0,100.0,66.25,1.14,27.14,14.47,47.52,28.17,4.05,5.0,4,12,22,111.57,4.05,506.23,4.94,87.71,0,0,0,7,1
2018-03-10,3,10,6,3,2,1,6.32,14.37,10.65,77.92,95.74,89.65,5.37,10.67,8.96,2.97,11.97,7.91,997.4,1000.3,998.08,91.0,100.0,99.17,14.53,20.52,17.08,39.6,31.15,8.05,2.9,0,24,24,193.74,8.05,954.5,7.02,86.77,0,0,1,7,1
2018-03-11,2,10,7,3,2,1,5.57,11.42,7.51,89.3,99.66,97.62,5.42,9.72,7.15,2.81,8.49,5.06,990.8,997.8,993.46,94.0,100.0,99.62,2.28,22.04,11.84,38.88,22.92,5.85,7.0,0,24,19,111.8,5.85,733.06,8.07,90.34,0,0,1,6,1
2018-03-12,3,11,1,3,2,0,6.67,13.22,9.21,70.26,95.99,87.45,5.92,8.17,7.16,4.2,10.12,6.66,990.1,991.9,990.58,31.0,100.0,77.71,8.05,18.37,12.52,43.56,24.27,6.55,1.8,0,9,24,163.14,6.55,805.33,9.12,91.57,0,0,1,6,1
2018-03-13,3,11,2,3,2,0,3.62,7.77,5.4,79.3,100.0,91.64,2.17,7.12,4.13,-1.0,6.16,1.71,992.4,1011.4,1002.43,36.0,100.0,92.12,4.1,27.47,15.82,49.32,30.19,4.15,19.0,0,19,21,5.4,4.15,494.55,7.37,92.24,0,0,1,7,1
2018-03-14,2,11,3,3,2,0,0.12,10.62,5.44,57.7,99.64,80.82,-0.08,4.47,2.13,-3.18,6.14,1.51,1003.9,1011.9,1009.2,1.0,100.0,54.92,5.24,23.45,14.86,41.4,27.31,10.5,8.0,3,7,19,106.44,10.5,440.05,6.68,86.64,0,0,0,7,1
2018-03-15,1,11,4,3,2,0,3.17,10.82,6.64,60.32,88.91,75.37,-0.18,5.62,2.47,-3.19,6.15,1.43,995.1,1002.2,997.17,1.0,100.0,84.75,14.58,28.88,24.14,54.36,43.75,7.65,7.1,2,18,24,108.44,7.65,500.79,5.83,82.61,0,0,0,9,1
2018-03-17,1,11,6,3,2,1,-2.88,-0.13,-1.46,45.41,70.35,55.54,-12.23,-4.88,-9.31,-12.03,-7.56,-10.16,1007.9,1011.1,1009.65,95.0,100.0,98.92,31.96,44.27,37.79,80.28,68.1,2.75,3.2,0,24,24,79.99,2.75,-81.07,2.88,72.87,0,1,0,12,1
2018-03-19,3,12,1,3,2,0,-3.63,2.82,-1.01,40.9,87.47,53.79,-12.23,-3.93,-9.48,-10.5,-3.92,-7.41,1014.2,1019.3,1016.27,0.0,96.0,5.21,6.49,28.8,22.26,53.64,41.94,6.45,5.1,22,1,23,70.46,6.45,-54.08,-1.26,52.37,0,1,0,9,1
2018-03-20,2,12,2,3,2,0,1.62,6.47,3.85,49.38,93.43,75.69,-3.68,1.97,-0.41,-2.85,0.54,-1.15,1017.9,1029.5,1023.55,1.0,100.0,39.5,10.7,25.52,19.57,48.96,36.39,4.85,11.6,8,4,23,0.94,4.85,291.48,0.51,59.09,0,0,0,8,1
2018-03-21,3,12,3,3,2,0,-0.08,5.57,3.63,72.75,93.8,82.87,-1.03,2.27,0.93,-3.72,1.26,-0.44,1022.2,1030.1,1028.08,14.0,100.0,78.29,5.63,24.14,14.38,41.04,26.34,5.65,7.9,0,13,20,3.01,5.65,301.17,2.16,70.78,0,1,0,7,1
2018-03-22,3,12,4,3,2,0,4.82,7.27,5.72,77.85,96.23,90.22,1.62,5.72,4.22,-0.86,3.27,1.47,1011.4,1021.5,1015.63,64.0,100.0,93.83,5.59,28.48,19.79,50.04,37.08,2.45,10.1,0,19,23,194.93,2.45,516.2,4.4,82.93,0,0,1,8,1
2018-03-25,1,12,7,3,2,1,1.37,9.02,5.44,77.1,97.23,88.8,0.87,5.32,3.68,-1.96,6.09,2.62,1004.8,1013.6,1009.13,32.0,100.0,75.75,5.8,13.57,9.25,27.72,18.0,7.65,8.8,0,11,16,354.81,7.65,483.29,5.78,84.55,0,0,1,5,1
2018-03-26,5,13,1,3,2,0,0.77,8.62,4.32,73.35,98.92,89.69,0.37,5.02,2.68,-2.77,5.09,1.32,1013.7,1016.7,1015.82,0.0,97.0,35.92,3.05,15.27,9.26,32.4,17.88,7.85,3.0,4,4,10,307.41,7.85,387.07,5.36,87.12,0,0,1,5,1
2018-03-27,6,13,2,3,2,0,1.62,8.37,5.23,58.16,100.0,87.53,0.62,5.12,3.16,-0.75,4.06,1.85,1004.1,1016.3,1009.5,92.0,100.0,99.33,3.32,21.13,12.39,39.96,23.17,6.75,12.2,0,24,19,146.31,6.75,458.13,5.0,88.67,0,0,1,6,1
2018-03-28,5,13,3,3,2,0,3.27,7.12,5.15,80.95,97.6,91.35,2.12,5.42,3.84,-1.65,4.55,1.59,997.9,1004.3,1001.48,12.0,100.0,89.33,5.0,22.37,14.48,41.76,27.22,3.85,6.4,0,18,24,194.74,3.85,470.53,4.9,89.52,0,0,1,7,1
2018-03-30,5,13,5,3,2,0,4.57,12.17,7.93,56.63,90.95,77.6,2.97,6.87,4.06,0.18,9.12,4.18,996.1,1003.6,999.58,84.0,100.0,98.79,12.03,21.1,16.2,45.72,31.42,7.6,7.5,0,23,24,88.85,7.6,615.72,6.19,83.68,0,0,0,7,1
2018-03-31,1,13,6,3,2,1,2.97,10.22,6.56,64.27,98.27,86.5,2.02,5.97,4.36,-0.41,8.53,4.01,996.6,1001.9,999.18,1.0,100.0,79.62,1.48,15.19,8.25,27.72,18.25,7.25,5.3,1,15,16,172.88,7.25,567.58,6.66,82.06,0,0,1,5,1
2018-04-01,1,13,7,4,2,1,1.32,6.02,4.23,79.05,99.65,90.25,0.77,4.32,2.73,-1.53,3.97,1.13,1002.3,1013.3,1008.8,58.0,100.0,95.54,3.32,17.58,9.84,33.48,19.36,4.7,11.0,0,21,16,26.56,4.7,381.39,6.24,84.79,0,0,1,5,1
2018-04-02,2,14,1,4,2,0,1.07,10.97,6.4,73.84,96.82,88.4,0.57,7.92,4.56,-2.0,7.06,2.86,997.0,1012.5,1004.32,97.0,100.0,99.71,5.5,21.18,15.52,37.44,27.1,9.9,15.5,0,24,20,135.0,9.9,565.44,5.73,88.38,0,0,1,7,1
2018-04-03,2,14,2,4,2,0,7.67,15.12,11.02,70.88,95.07,85.68,6.32,10.32,8.65,3.7,12.01,7.44,996.8,999.0,997.58,11.0,100.0,72.42,16.58,30.15,22.3,55.08,43.03,7.45,2.2,0,12,24,194.04,7.45,944.57,7.22,88.11,0,0,1,9,1
2018-04-04,6,14,3,4,2,0,6.67,14.02,9.55,66.47,93.04,84.74,5.62,9.62,7.05,3.16,10.37,6.1,997.4,999.8,998.4,0.0,100.0,68.92,12.29,24.15,18.65,49.32,35.59,7.35,2.4,2,9,24,165.14,7.35,808.98,8.99,86.27,0,0,0,8,1
2018-04-05,5,14,4,4,2,0,1.87,8.52,5.56,65.0,92.08,81.99,0.22,6.37,2.65,-1.85,3.78,0.32,997.7,1022.2,1011.15,0.0,100.0,69.5,6.76,36.3,24.58,67.32,46.86,6.65,24.5,3,14,21,191.89,6.65,456.13,8.71,84.14,0,0,0,10,1
2018-04-06,2,14,5,4,2,0,1.07,13.17,7.65,47.33,90.38,65.85,-0.38,3.27,1.17,-3.11,7.45,2.76,1012.2,1022.0,1017.08,0.0,99.0,57.17,9.51,28.52,20.89,52.56,37.62,12.1,9.8,6,9,24,128.29,12.1,503.94,7.59,77.53,0,0,0,9,1
2018-04-07,9,14,6,4,2,1,6.62,19.07,12.66,56.49,94.76,70.52,1.02,13.07,7.29,2.58,17.7,9.99,1007.4,1011.0,1008.74,32.0,99.0,78.88,6.49,20.29,14.78,38.88,27.69,12.45,3.6,0,9,22,134.03,12.45,892.38,8.62,72.78,0,0,0,7,1
2018-04-08,4,14,7,4,2,1,6.37,16.42,11.49,81.25,96.28,90.87,5.82,14.72,10.02,4.06,16.93,10.35,1006.5,1008.5,1007.52,3.0,98.0,58.96,1.8,13.68,8.62,26.64,17.46,10.05,2.0,2,1,17,1.51,10.05,1044.13,10.6,75.75,0,0,1,5,1
2018-04-09,7,15,1,4,2,0,6.97,14.37,10.48,80.56,95.3,87.41,6.27,11.07,8.45,3.55,12.28,7.68,1000.4,1008.3,1005.85,62.0,100.0,96.67,10.85,20.63,16.57,35.28,30.07,7.4,7.9,0,22,24,45.0,7.4,916.27,11.54,82.93,0,0,1,7,1
2018-04-10,5,15,2,4,2,0,9.37,17.82,13.67,64.6,95.51,84.89,7.92,13.12,11.02,6.29,17.16,12.29,999.6,1005.6,1003.13,13.0,100.0,86.12,4.68,17.37,12.02,34.56,24.33,8.45,6.0,0,15,23,14.04,8.45,1160.42,11.88,87.72,0,0,0,6,1
2018-04-11,9,15,3,4,2,0,9.37,17.12,12.84,62.58,95.74,83.62,8.72,11.47,10.01,7.09,14.06,10.48,1005.2,1007.8,1006.56,0.0,100.0,55.79,6.99,21.61,16.31,49.68,31.68,7.75,2.6,2,4,24,11.89,7.75,1073.31,12.33,85.31,0,0,0,7,1
